C_mu,C_sigma,F_AA,F_AB,F_BA,F_BB,metric,pair,resid,seed,task,total
-0.012564732117439914,0.15244457501245512,0.722867121409963,0.5781554994511672,0.7431648065810622,0.5829872785149478,sat95,WML01_vs_PW,0.0,301,leap,0.1398798428950152
0.07946399189775105,0.0826357513507594,0.3280830836590401,0.2737307804994695,0.2769025399524778,0.16598334041052965,variance,WML01_vs_PW,0.0,302,leap,0.16209974324851045
-0.20644029659402505,0.06490430729684812,0.5242019831416478,0.4649245240519379,0.7362691279428111,0.6657379724388247,sat95,WML01_vs_PW,0.0,302,leap,-0.14153598929717692
0.017784634746282002,0.32559995702962025,0.6998448249919207,0.38480127167550987,0.6926165939588481,0.35646023321601844,variance,WML01_vs_PW,0.0,303,leap,0.34338459177590225
-0.016250950117347118,0.17382186380976117,0.8720374563780662,0.6913705115136372,0.8814433254407454,0.7144665426856521,sat95,WML01_vs_PW,0.0,303,leap,0.15757091369241405
0.05238241299536886,0.24569482062679762,0.4590162176587215,0.2267884686410564,0.42010087627248516,0.16093898403655504,variance,WML01_vs_PW,0.0,304,leap,0.2980772336221665
-0.1017969163772644,0.0939382420210052,0.6549303387809701,0.5780226568092063,0.7737578152074759,0.6627890131372293,sat95,WML01_vs_PW,0.0,304,leap,-0.007858674356259199
0.010957799479147698,0.2535172096907795,0.4270181215290692,0.19122406883003149,0.4337834790416633,0.16254311235914198,variance,WML01_vs_PW,0.0,305,leap,0.2644750091699272
-0.015143785818363203,0.13382192220394631,0.6159076579963687,0.4874278804981273,0.6363935885204368,0.4972295216107856,sat95,WML01_vs_PW,0.0,305,leap,0.11867813638558311
0.05619240215693953,0.21511631116986107,0.45726975185890684,0.2675294809832902,0.42645338999621174,0.18596103853210624,variance,WML01_vs_PW,0.0,306,leap,0.2713087133268006
-0.10284878263831851,0.1225138672075575,0.5628558586133979,0.43743546629163116,0.6627981161375072,0.5431907740441589,sat95,WML01_vs_PW,0.0,306,leap,0.01966508456923899
0.00535611092660461,0.3316283372344223,0.5823212720104715,0.2517650649701348,0.5780372912779524,0.24533682384944458,variance,WML01_vs_PW,0.0,307,leap,0.3369844481610269
0.010672556494961127,0.1827175614450297,0.7727687053791309,0.5972517373161716,0.7692967422662402,0.5793785874391401,sat95,WML01_vs_PW,0.0,307,leap,0.19339011793999084
0.03039747644339899,0.5372957056964061,0.6459525454970344,0.11868766460301165,0.6255858938560187,0.07825936335722937,variance,WML01_vs_PW,0.0,308,leap,0.567693182139805
-0.0033061806185361586,0.22566261333427662,0.801841230039134,0.5629841247277115,0.7919529186805243,0.5794847973233935,sat95,WML01_vs_PW,0.0,308,leap,0.22235643271574046
