d,rank,sigma,omega,c,r_nom,r_rms,omega_rms_over_omega,ratio,product_rms,product_nom,arm,npz
1,1,0.024610725056510595,2.717207669088465,0.06687245086537823,0.06687245086537823,0.06218490098165471,0.9299031241854723,397.50246239284377,1.5371268812433694,1.7776010738204555,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,3.6685769629872937,0.09028633898472893,0.09028633898472893,0.09079646818378355,1.0056501260854191,255.44137270010788,2.105858327772509,2.0822617707096507,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,4.953046867365847,0.12189807464475197,0.12189807464475197,0.10467576280887693,0.8587154728565969,102.00005231179529,1.1176161357824093,1.5156331187222687,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,6.687245086537825,0.16457795021028382,0.16457795021028382,0.17653908073072652,1.0726776005240057,87.14256428265027,2.715889256333947,2.3603349296465668,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,9.028633898472895,0.22220122651120783,0.22220122651120783,0.20762260474873898,0.9343900031904931,35.98042729648103,1.5510135327071803,1.7764754916434957,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,12.189807464475196,0.2999999999999996,0.2999999999999996,0.2907801265391763,0.9692670884639223,20.972818092262667,1.7733164077193635,1.887553628303635,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,16.457795021028378,0.4050382682989384,0.4050382682989384,0.36844159814800787,0.90964638895819,9.972899031945865,1.3538131774212332,1.636113911483823,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,22.22012265112078,0.5468533292886768,0.5468533292886768,0.5451544269005815,0.9968933125262215,6.354013333707623,1.8883705033109666,1.900158561519729,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,29.99999999999996,0.7383217516953169,0.7383217516953169,0.7345551984722682,0.9948984934895931,3.2826245515089996,1.7712101266702045,1.7894210425244519,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,40.503826829893846,0.9968285458470346,0.9968285458470346,0.9855583778261874,0.9886939754406106,1.634515741809184,1.5876465195887661,1.6241645984921218,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,54.68533292886767,1.3458456933361076,1.3458456933361076,1.349667219951936,1.0028394983427524,0.746327047317335,1.3595105469591813,1.3518226511944431,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,73.83217516953168,1.8170633634214728,1.8170633634214728,1.8173966469201455,1.0001834187543384,0.3407649335641963,1.1255229170153538,1.1251101465607525,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,99.68285458470345,2.4532673270322634,2.4532673270322634,2.453267307237774,0.999999991931377,0.1735850172679233,1.044724981580366,1.0447249984393503,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,134.58456933361077,3.312223832718382,3.312223832718382,3.312223832692432,0.9999999999921654,0.09421622947728035,1.0336299276049752,1.0336299276211716,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,181.70633634214732,4.471924684742427,4.471924684742427,4.471924684742427,1.0,0.05166865648469191,1.0332754958776307,1.0332754958776307,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,245.3267327032263,6.037668767571168,6.037668767571168,6.037668767571168,1.0,0.028344486489622633,1.0332541551221437,1.0332541551221437,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,331.2223832718382,8.151623007265385,8.151623007265385,8.151623007265384,1.0,0.015551551074888696,1.0333843588071883,1.0333843588071885,rank1,d1_rank1_M32_unit_H_identity.npz
