task,arm,seed,M,eta,gate_open_frac,A_open,B_open,net_open,A_pooled,B_pooled,net_pooled,A_pred_pooled,gnorm,sigma,sig_star,curv_pooled,abs_curv,frac_curv_pos,ess,kl_med,spearman_A_dmu,spearman_A_Apred,slope_A_on_Apred
g1,PW_ent,306,32,0.02126487953275236,0.0,nan,nan,nan,1.5760042667388916,-2.3999814987182617,-0.23222273588180542,1.6040730476379395,0.061149612069129944,0.3577996492385864,0.4324048161506653,0.010128616355359554,0.011606545187532902,0.80859375,22.764802932739258,1.800868272781372,1.0,0.7989744624117372,0.044471658766269684
g1,PW_ent,307,16,0.009842966577016336,0.0,nan,nan,nan,3.127605438232422,-3.99691104888916,-0.3974553346633911,2.5404911041259766,0.044707778841257095,0.2825947701931,0.39144235849380493,0.012406996451318264,0.012912551872432232,0.90625,10.03661060333252,4.616480827331543,1.0,0.7080518791270414,0.09087342768907547
g1,PW_ent,307,32,0.010987238843816022,0.0,nan,nan,nan,1.6577436923980713,-2.4840774536132812,-0.4424382746219635,2.038884162902832,0.044707778841257095,0.2825947701931,0.31131288409233093,0.012777334079146385,0.013108085840940475,0.931640625,20.99578094482422,1.874909520149231,1.0,0.7401930017681189,0.09053285419940948
g1,PW_ent,308,16,0.01014537297253767,0.0,nan,nan,nan,3.265885353088379,-4.758973121643066,-0.6459317803382874,2.9704015254974365,0.04917803779244423,0.26035964488983154,0.3728545904159546,0.011804832145571709,0.012005900964140892,0.87890625,9.977895736694336,4.551506996154785,1.0,0.742438734536112,0.0981178730726242
g1,PW_ent,308,32,0.011272514073847776,0.0,nan,nan,nan,1.748565912246704,-2.6333494186401367,-0.3754121661186218,2.4060773849487305,0.04917803779244423,0.26035964488983154,0.2888510823249817,0.011599930003285408,0.011858830228447914,0.9140625,20.79306411743164,1.975641131401062,1.0,0.7675401045421772,0.10989019274711609
g1,WML_noent,301,16,0.03876775120773628,0.0,nan,nan,nan,2.8221588134765625,-4.686151504516602,-0.9479410648345947,2.0344457626342773,0.06404349952936172,0.4613957703113556,1.0324769020080566,0.02358420565724373,0.03490842878818512,0.853515625,12.161128044128418,3.9120116233825684,1.0,0.6700306166386286,0.003209741786122322
g1,WML_noent,301,32,0.0457088097521521,0.0,nan,nan,nan,1.4162476062774658,-2.476106643676758,-0.7208853363990784,1.46348237991333,0.06404349952936172,0.4613957703113556,0.8578683733940125,0.024067867547273636,0.034478478133678436,0.875,25.45257568359375,1.4868724346160889,1.0,0.7229737800551608,0.00363671756349504
g1,WML_noent,302,16,0.0328735419332374,0.0,nan,nan,nan,2.6387133598327637,-4.490584373474121,-1.096758484840393,3.0354318618774414,0.05783388391137123,0.43274909257888794,0.9712346792221069,0.02278488501906395,0.03289298713207245,0.857421875,11.968103408813477,3.888786792755127,1.0,0.6660398320287019,0.005233637057244778
g1,WML_noent,302,32,0.03651459012334988,0.0,nan,nan,nan,1.5484464168548584,-2.834728240966797,-0.7750466465950012,2.4602580070495605,0.05783388391137123,0.43274909257888794,0.753728985786438,0.023876424878835678,0.032549016177654266,0.884765625,24.56159210205078,1.6785557270050049,1.0,0.761836454721278,0.004799494054168463
g1,WML_noent,303,16,0.03343760579206776,0.0,nan,nan,nan,2.9522814750671387,-5.160096168518066,-1.1154272556304932,4.3383355140686035,0.0576024204492569,0.596211850643158,1.0154845714569092,0.037844739854335785,0.048000141978263855,0.90234375,10.892036437988281,4.253942489624023,1.0,0.6979965968002197,0.001593095250427723
